country,battingPos,BATTING,dismissal,R,B,4s,6s,SR,match id
Australia,5,Josh Inglis,out,0,1,0,0,0.00,ODI # 4696
Australia,6,Glenn Maxwell,not out ,201,128,21,10,157.03,ODI # 4696
Australia,7,Marcus Stoinis,out,6,7,1,0,85.71,ODI # 4696
Australia,8,Mitchell Starc,out,3,7,0,0,42.85,ODI # 4696
Australia,9,Pat Cummins(c),not out ,12,68,1,0,17.64,ODI # 4696
England,1,Jonny Bairstow,out,15,17,2,0,88.23,ODI # 4697
England,2,Dawid Malan,out,87,74,10,2,117.56,ODI # 4697
England,3,Joe Root,out,28,35,1,0,80.00,ODI # 4697
England,4,Ben Stokes,out,108,84,6,6,128.57,ODI # 4697
England,5,Harry Brook,out,11,16,2,0,68.75,ODI # 4697
England,6,Jos Buttler(c),out,5,11,0,0,45.45,ODI # 4697
England,7,Moeen Ali,out,4,15,0,0,26.66,ODI # 4697
England,8,Chris Woakes,out,51,45,5,1,113.33,ODI # 4697
England,9,David Willey,out,6,2,0,1,300.00,ODI # 4697
England,10,Gus Atkinson,not out ,2,1,0,0,200.00,ODI # 4697
England,11,Adil Rashid,not out ,1,1,0,0,100.00,ODI # 4697
Netherlands,1,Wesley Barresi,out,37,62,3,1,59.67,ODI # 4697
Netherlands,2,Max O'Dowd,out,5,11,1,0,45.45,ODI # 4697
Netherlands,3,Colin Ackermann,out,0,2,0,0,0.00,ODI # 4697
Netherlands,4,Sybrand Engelbrecht,out,33,49,3,1,67.34,ODI # 4697
Netherlands,5,Scott Edwards(c),out,38,42,3,1,90.47,ODI # 4697
Netherlands,6,Bas de Leede,out,10,12,2,0,83.33,ODI # 4697
Netherlands,7,Teja Nidamanuru,not out ,41,34,2,3,120.58,ODI # 4697
Netherlands,8,Logan van Beek,out,2,2,0,0,100.00,ODI # 4697
Netherlands,9,Roelof van der Merwe,out,0,4,0,0,0.00,ODI # 4697
Netherlands,10,Aryan Dutt,out,1,3,0,0,33.33,ODI # 4697
Netherlands,11,Paul van Meekeren,out,4,3,1,0,133.33,ODI # 4697
Sri Lanka,1,Pathum Nissanka,out,2,8,0,0,25.00,ODI # 4698
Sri Lanka,2,Kusal Perera,out,51,28,9,2,182.14,ODI # 4698
Sri Lanka,3,Kusal Mendis(c),out,6,7,1,0,85.71,ODI # 4698
Sri Lanka,4,Sadeera Samarawickrama,out,1,2,0,0,50.00,ODI # 4698
Sri Lanka,5,Charith Asalanka,out,8,8,1,0,100.00,ODI # 4698
Sri Lanka,6,Angelo Mathews,out,16,27,2,0,59.25,ODI # 4698
Sri Lanka,7,Dhananjaya de Silva,out,19,24,2,1,79.16,ODI # 4698
Sri Lanka,8,Chamika Karunaratne,out,6,17,1,0,35.29,ODI # 4698
Sri Lanka,9,Maheesh Theekshana,not out ,38,91,3,0,41.75,ODI # 4698
Sri Lanka,10,Dushmantha Chameera,out,1,20,0,0,5.00,ODI # 4698
Sri Lanka,11,Dilshan Madushanka,out,19,48,2,0,39.58,ODI # 4698
New Zealand,1,Devon Conway,out,45,42,9,0,107.14,ODI # 4698
New Zealand,2,Rachin Ravindra,out,42,34,3,3,123.52,ODI # 4698
New Zealand,3,Kane Williamson(c),out,14,15,2,0,93.33,ODI # 4698
New Zealand,4,Daryl Mitchell,out,43,31,5,2,138.70,ODI # 4698
New Zealand,5,Mark Chapman,out,7,6,1,0,116.66,ODI # 4698
New Zealand,6,Glenn Phillips,not out ,17,10,3,0,170.00,ODI # 4698
New Zealand,7,Tom Latham,not out ,2,2,0,0,100.00,ODI # 4698
Afghanistan,1,Rahmanullah Gurbaz,out,25,22,3,1,113.63,ODI # 4699
Afghanistan,2,Ibrahim Zadran,out,15,30,3,0,50.00,ODI # 4699
Afghanistan,3,Rahmat Shah,out,26,46,2,0,56.52,ODI # 4699
Afghanistan,4,Hashmatullah Shahidi(c),out,2,7,0,0,28.57,ODI # 4699
Afghanistan,5,Azmatullah Omarzai,not out ,97,107,7,3,90.65,ODI # 4699
Afghanistan,6,Ikram Alikhil,out,12,14,1,1,85.71,ODI # 4699
Afghanistan,7,Mohammad Nabi,out,2,3,0,0,66.66,ODI # 4699
Afghanistan,8,Rashid Khan,out,14,30,0,0,46.66,ODI # 4699
Afghanistan,9,Noor Ahmad,out,26,32,4,0,81.25,ODI # 4699
Afghanistan,10,Mujeeb Ur Rahman,out,8,5,0,1,160.00,ODI # 4699
Afghanistan,11,Naveen-ul-Haq,out,2,4,0,0,50.00,ODI # 4699
South Africa,1,Quinton de Kock,out,41,47,2,3,87.23,ODI # 4699
South Africa,2,Temba Bavuma(c),out,23,28,3,0,82.14,ODI # 4699
South Africa,3,Rassie van der Dussen,not out ,76,95,6,1,80.00,ODI # 4699
South Africa,4,Aiden Markram,out,25,32,1,1,78.12,ODI # 4699
South Africa,5,Heinrich Klaasen,out,10,13,1,0,76.92,ODI # 4699
South Africa,6,David Miller,out,24,33,1,1,72.72,ODI # 4699
South Africa,7,Andile Phehlukwayo,not out ,39,37,1,3,105.40,ODI # 4699
Bangladesh,1,Tanzid Hasan,out,36,34,6,0,105.88,ODI # 4700
Bangladesh,2,Litton Das,out,36,45,5,0,80.00,ODI # 4700
Bangladesh,3,Najmul Hossain Shanto(c),out,45,57,6,0,78.94,ODI # 4700
Bangladesh,4,Towhid Hridoy,out,74,79,5,2,93.67,ODI # 4700
Bangladesh,5,Mahmudullah,out,32,28,1,3,114.28,ODI # 4700
Bangladesh,6,Mushfiqur Rahim,out,21,24,0,1,87.50,ODI # 4700
Bangladesh,7,Mehidy Hasan Miraz,out,29,20,4,0,145.00,ODI # 4700
Bangladesh,8,Nasum Ahmed,out,7,11,0,0,63.63,ODI # 4700
Bangladesh,9,Mahedi Hasan,not out ,2,3,0,0,66.66,ODI # 4700
Bangladesh,10,Taskin Ahmed,not out ,0,1,0,0,0.00,ODI # 4700
Australia,1,Travis Head,out,10,11,2,0,90.90,ODI # 4700
Australia,2,David Warner,out,53,61,6,0,86.88,ODI # 4700
Australia,3,Mitchell Marsh,not out ,177,132,17,9,134.09,ODI # 4700
Australia,4,Steven Smith,not out ,63,64,4,1,98.43,ODI # 4700
England,1,Dawid Malan,out,31,39,5,0,79.48,ODI # 4701
England,2,Jonny Bairstow,out,59,61,7,1,96.72,ODI # 4701
England,3,Joe Root,out,60,72,4,0,83.33,ODI # 4701
England,4,Ben Stokes,out,84,76,11,2,110.52,ODI # 4701
England,5,Jos Buttler(c),out,27,18,3,1,150.00,ODI # 4701
England,6,Harry Brook,out,30,17,2,2,176.47,ODI # 4701
England,7,Moeen Ali,out,8,6,0,1,133.33,ODI # 4701
England,8,Chris Woakes,not out ,4,4,1,0,100.00,ODI # 4701
England,9,David Willey,out,15,5,2,1,300.00,ODI # 4701
England,10,Gus Atkinson,out,0,1,0,0,0.00,ODI # 4701
England,11,Adil Rashid,not out ,0,1,0,0,0.00,ODI # 4701
Pakistan,1,Abdullah Shafique,out,0,2,0,0,0.00,ODI # 4701
Pakistan,2,Fakhar Zaman,out,1,9,0,0,11.11,ODI # 4701
Pakistan,3,Babar Azam(c),out,38,45,6,0,84.44,ODI # 4701
Pakistan,4,Mohammad Rizwan,out,36,51,2,0,70.58,ODI # 4701
Pakistan,5,Saud Shakeel,out,29,37,4,0,78.37,ODI # 4701
Pakistan,6,Agha Salman,out,51,45,6,1,113.33,ODI # 4701
Pakistan,7,Iftikhar Ahmed,out,3,5,0,0,60.00,ODI # 4701
Pakistan,8,Shadab Khan,out,4,7,1,0,57.14,ODI # 4701
Pakistan,9,Shaheen Shah Afridi,out,25,23,3,1,108.69,ODI # 4701
Pakistan,10,Mohammad Wasim,not out ,16,14,2,1,114.28,ODI # 4701
Pakistan,11,Haris Rauf,out,35,23,3,3,152.17,ODI # 4701
India,1,Rohit Sharma(c),out,61,54,8,2,112.96,ODI # 4702
India,2,Shubman Gill,out,51,32,3,4,159.37,ODI # 4702
India,3,Virat Kohli,out,51,56,5,1,91.07,ODI # 4702
India,4,Shreyas Iyer,not out ,128,94,10,5,136.17,ODI # 4702
India,5,KL Rahul,out,102,64,11,4,159.37,ODI # 4702
India,6,Suryakumar Yadav,not out ,2,1,0,0,200.00,ODI # 4702
Netherlands,1,Wesley Barresi,out,4,5,0,0,80.00,ODI # 4702
Netherlands,2,Max O'Dowd,out,30,42,3,1,71.42,ODI # 4702
Netherlands,3,Colin Ackermann,out,35,32,6,0,109.37,ODI # 4702
Netherlands,4,Sybrand Engelbrecht,out,45,80,4,0,56.25,ODI # 4702
Netherlands,5,Scott Edwards(c),out,17,30,1,0,56.66,ODI # 4702
Netherlands,6,Bas de Leede,out,12,21,1,0,57.14,ODI # 4702
Netherlands,7,Teja Nidamanuru,out,54,39,1,6,138.46,ODI # 4702
Netherlands,8,Logan van Beek,out,16,15,2,0,106.66,ODI # 4702
Netherlands,9,Roelof van der Merwe,out,16,8,1,2,200.00,ODI # 4702
Netherlands,10,Aryan Dutt,out,5,11,0,0,45.45,ODI # 4702
Netherlands,11,Paul van Meekeren,not out ,3,4,0,0,75.00,ODI # 4702
India,1,Rohit Sharma(c),out,47,29,4,4,162.06,ODI # 4703
India,2,Shubman Gill,not out ,80,66,8,3,121.21,ODI # 4703
India,3,Virat Kohli,out,117,113,9,2,103.53,ODI # 4703
India,4,Shreyas Iyer,out,105,70,4,8,150.00,ODI # 4703
India,5,KL Rahul,not out ,39,20,5,2,195.00,ODI # 4703
India,6,Suryakumar Yadav,out,1,2,0,0,50.00,ODI # 4703
New Zealand,1,Devon Conway,out,13,15,3,0,86.66,ODI # 4703
New Zealand,2,Rachin Ravindra,out,13,22,3,0,59.09,ODI # 4703
New Zealand,3,Kane Williamson(c),out,69,73,8,1,94.52,ODI # 4703
New Zealand,4,Daryl Mitchell,out,134,119,9,7,112.60,ODI # 4703
New Zealand,5,Tom Latham,out,0,2,0,0,0.00,ODI # 4703
New Zealand,6,Glenn Phillips,out,41,33,4,2,124.24,ODI # 4703
New Zealand,7,Mark Chapman,out,2,5,0,0,40.00,ODI # 4703
New Zealand,8,Mitchell Santner,out,9,10,0,0,90.00,ODI # 4703
New Zealand,9,Tim Southee,out,9,10,1,0,90.00,ODI # 4703
New Zealand,10,Trent Boult,not out ,2,2,0,0,100.00,ODI # 4703
New Zealand,11,Lockie Ferguson,out,6,3,0,1,200.00,ODI # 4703
South Africa,1,Quinton de Kock,out,3,14,0,0,21.42,ODI # 4704
South Africa,2,Temba Bavuma(c),out,0,4,0,0,0.00,ODI # 4704
South Africa,3,Rassie van der Dussen,out,6,31,0,0,19.35,ODI # 4704
South Africa,4,Aiden Markram,out,10,20,2,0,50.00,ODI # 4704
South Africa,5,Heinrich Klaasen,out,47,48,4,2,97.91,ODI # 4704
South Africa,6,David Miller,out,101,116,8,5,87.06,ODI # 4704
South Africa,7,Marco Jansen,out,0,1,0,0,0.00,ODI # 4704
South Africa,8,Gerald Coetzee,out,19,39,2,0,48.71,ODI # 4704
South Africa,9,Keshav Maharaj,out,4,8,0,0,50.00,ODI # 4704
South Africa,10,Kagiso Rabada,out,10,12,0,1,83.33,ODI # 4704
South Africa,11,Tabraiz Shamsi,not out ,1,5,0,0,20.00,ODI # 4704
Australia,1,Travis Head,out,62,48,9,2,129.16,ODI # 4704
Australia,2,David Warner,out,29,18,1,4,161.11,ODI # 4704
Australia,3,Mitchell Marsh,out,0,6,0,0,0.00,ODI # 4704
Australia,4,Steven Smith,out,30,62,2,0,48.38,ODI # 4704
Australia,5,Marnus Labuschagne,out,18,31,2,0,58.06,ODI # 4704
Australia,6,Glenn Maxwell,out,1,5,0,0,20.00,ODI # 4704
Australia,7,Josh Inglis,out,28,49,3,0,57.14,ODI # 4704
Australia,8,Mitchell Starc,not out ,16,38,2,0,42.10,ODI # 4704
Australia,9,Pat Cummins(c),not out ,14,29,2,0,48.27,ODI # 4704
India,1,Rohit Sharma(c),out,47,31,4,3,151.61,ODI # 4705
India,2,Shubman Gill,out,4,7,0,0,57.14,ODI # 4705
India,3,Virat Kohli,out,54,63,4,0,85.71,ODI # 4705
India,4,Shreyas Iyer,out,4,3,1,0,133.33,ODI # 4705
India,5,KL Rahul,out,66,107,1,0,61.68,ODI # 4705
India,6,Ravindra Jadeja,out,9,22,0,0,40.90,ODI # 4705
India,7,Suryakumar Yadav,out,18,28,1,0,64.28,ODI # 4705
India,8,Mohammed Shami,out,6,10,1,0,60.00,ODI # 4705
India,9,Jasprit Bumrah,out,1,3,0,0,33.33,ODI # 4705
India,10,Kuldeep Yadav,out,10,18,0,0,55.55,ODI # 4705
India,11,Mohammed Siraj,not out ,9,8,1,0,112.50,ODI # 4705
Australia,1,David Warner,out,7,3,1,0,233.33,ODI # 4705
Australia,2,Travis Head,out,137,120,15,4,114.16,ODI # 4705
Australia,3,Mitchell Marsh,out,15,15,1,1,100.00,ODI # 4705
Australia,4,Steven Smith,out,4,9,1,0,44.44,ODI # 4705
Australia,5,Marnus Labuschagne,not out ,58,110,4,0,52.72,ODI # 4705
Australia,6,Glenn Maxwell,not out ,2,1,0,0,200.00,ODI # 4705
